image_name,target
ISIC_0000000,0.20318846
ISIC_0000001,0.1262672
ISIC_0000002,0.579199
ISIC_0000003,0.18567154
ISIC_0000004,0.17734613
ISIC_0000006,0.067053586
ISIC_0000007,0.117790215
ISIC_0000008,0.2457874
ISIC_0000009,0.09417208
ISIC_0000010,0.17240384
ISIC_0000011,0.24268475
ISIC_0000012,0.25609487
ISIC_0000013,0.39106607
ISIC_0000014,0.3479967
ISIC_0000015,0.18993899
ISIC_0000016,0.15448786
ISIC_0000017,0.11860311
ISIC_0000017_downsampled,0.09918939
ISIC_0000018,0.09429142
ISIC_0000018_downsampled,0.120509356
ISIC_0000019,0.10117703
ISIC_0000019_downsampled,0.1178891
ISIC_0000020,0.23906834
ISIC_0000020_downsampled,0.20239156
ISIC_0000021,0.18586968
ISIC_0000021_downsampled,0.22015703
ISIC_0000022,0.17302825
ISIC_0000022_downsampled,0.18521403
ISIC_0000023,0.16209964
ISIC_0000023_downsampled,0.23494306
ISIC_0000024,0.055227272
ISIC_0000024_downsampled,0.053713854
ISIC_0000025,0.27229786
ISIC_0000025_downsampled,0.27711955
ISIC_0000026,0.17621338
ISIC_0000026_downsampled,0.19921072
ISIC_0000027,0.06774575
ISIC_0000027_downsampled,0.07588849
ISIC_0000028,0.08337615
ISIC_0000028_downsampled,0.08230911
ISIC_0000029,0.630857
ISIC_0000029_downsampled,0.7220239
ISIC_0000030,0.76184493
ISIC_0000030_downsampled,0.48570725
ISIC_0000031,0.9598451
ISIC_0000031_downsampled,0.9569015
ISIC_0000032,0.07615811
ISIC_0000032_downsampled,0.09483018
ISIC_0000034,0.39206138
ISIC_0000034_downsampled,0.28870732
ISIC_0000035,0.4152301
ISIC_0000035_downsampled,0.39888898
ISIC_0000036,0.8384175
ISIC_0000036_downsampled,0.7947117
ISIC_0000037,0.25109476
ISIC_0000037_downsampled,0.29631826
ISIC_0000038,0.26933947
ISIC_0000038_downsampled,0.3589293
ISIC_0000039,0.18099067
ISIC_0000039_downsampled,0.20222914
ISIC_0000040,0.13476358
ISIC_0000040_downsampled,0.11664842
ISIC_0000041,0.08828647
