image_name,target
ISIC_0000000,0.14552347
ISIC_0000001,0.17047647
ISIC_0000002,0.43838602
ISIC_0000003,0.19805165
ISIC_0000004,0.51956505
ISIC_0000006,0.11437003
ISIC_0000007,0.15206157
ISIC_0000008,0.24211657
ISIC_0000009,0.14414556
ISIC_0000010,0.17998312
ISIC_0000011,0.2941207
ISIC_0000012,0.24214628
ISIC_0000013,0.36653134
ISIC_0000014,0.20187642
ISIC_0000015,0.14463757
ISIC_0000016,0.12372298
ISIC_0000017,0.09328485
ISIC_0000017_downsampled,0.07838783
ISIC_0000018,0.17032114
ISIC_0000018_downsampled,0.21324807
ISIC_0000019,0.11005067
ISIC_0000019_downsampled,0.12619172
ISIC_0000020,0.21745785
ISIC_0000020_downsampled,0.20587014
ISIC_0000021,0.1859515
ISIC_0000021_downsampled,0.1553611
ISIC_0000022,0.13233712
ISIC_0000022_downsampled,0.21759523
ISIC_0000023,0.20940275
ISIC_0000023_downsampled,0.19688089
ISIC_0000024,0.07387993
ISIC_0000024_downsampled,0.07579575
ISIC_0000025,0.23677552
ISIC_0000025_downsampled,0.34589085
ISIC_0000026,0.17118861
ISIC_0000026_downsampled,0.23025821
ISIC_0000027,0.09726202
ISIC_0000027_downsampled,0.09017355
ISIC_0000028,0.11782002
ISIC_0000028_downsampled,0.13466607
ISIC_0000029,0.46659395
ISIC_0000029_downsampled,0.36923465
ISIC_0000030,0.6519419
ISIC_0000030_downsampled,0.6996772
ISIC_0000031,0.79197854
ISIC_0000031_downsampled,0.78572786
ISIC_0000032,0.1464347
ISIC_0000032_downsampled,0.11916492
ISIC_0000034,0.35606718
ISIC_0000034_downsampled,0.3988251
ISIC_0000035,0.5104829
ISIC_0000035_downsampled,0.41475943
ISIC_0000036,0.75931
ISIC_0000036_downsampled,0.659668
ISIC_0000037,0.28844228
ISIC_0000037_downsampled,0.14474735
ISIC_0000038,0.23995082
ISIC_0000038_downsampled,0.2347329
ISIC_0000039,0.19105196
ISIC_0000039_downsampled,0.19001451
ISIC_0000040,0.22817118
ISIC_0000040_downsampled,0.23349474
ISIC_0000041,0.1071205
ISIC_0000041_downsampled,0.09350825
ISIC_0000042,0.18790883
ISIC_0000042_downsampled,0.10407206
ISIC_0000043,0.22735411
ISIC_0000043_downsampled,0.32334822
ISIC_0000044,0.20543294
ISIC_0000044_downsampled,0.22461542
ISIC_0000045,0.29800442
ISIC_0000045_downsampled,0.23175173
ISIC_0000046,0.32838503
ISIC_0000046_downsampled,0.3881031
ISIC_0000047,0.0919853
ISIC_0000047_downsampled,0.13449454
ISIC_0000048,0.2519112
ISIC_0000048_downsampled,0.16279039
ISIC_0000049,0.36797956
ISIC_0000049_downsampled,0.21477471
ISIC_0000050,0.20917381
ISIC_0000050_downsampled,0.19336839
ISIC_0000051,0.12965721
ISIC_0000051_downsampled,0.19165093
ISIC_0000052,0.12223613
ISIC_0000052_downsampled,0.11375835
ISIC_0000053,0.26541075
ISIC_0000053_downsampled,0.27815038
ISIC_0000054,0.18173563
ISIC_0000054_downsampled,0.15742865
ISIC_0000055,0.09773793
ISIC_0000055_downsampled,0.10476729
ISIC_0000056,0.2928949
ISIC_0000056_downsampled,0.29519376
ISIC_0000057,0.27004224
ISIC_0000057_downsampled,0.245244
ISIC_0000058_downsampled,0.17818971
ISIC_0000059,0.118614495
ISIC_0000059_downsampled,0.19087039
ISIC_0000060_downsampled,0.15018614
ISIC_0000061,0.19676654
ISIC_0000061_downsampled,0.19592771
ISIC_0000062,0.17467976
ISIC_0000062_downsampled,0.17518912
ISIC_0000063,0.36922452
ISIC_0000063_downsampled,0.411306
ISIC_0000064,0.15461747
ISIC_0000064_downsampled,0.16630611
ISIC_0000065,0.19119821
ISIC_0000065_downsampled,0.14439136
ISIC_0000066,0.17908908
ISIC_0000067,0.1286052
ISIC_0000068,0.25260082
ISIC_0000069,0.18820842
