image_name,target
ISIC_0000000,0.15448014
ISIC_0000001,0.15433992
ISIC_0000002,0.4444403
ISIC_0000003,0.15225105
ISIC_0000004,0.38115588
ISIC_0000006,0.1395708
ISIC_0000007,0.1421125
ISIC_0000008,0.25699735
ISIC_0000009,0.167802
ISIC_0000010,0.10624279
ISIC_0000011,0.26713255
ISIC_0000012,0.15486416
ISIC_0000013,0.42059886
ISIC_0000014,0.16789412
ISIC_0000015,0.11592378
ISIC_0000016,0.17247452
ISIC_0000017,0.06871396
ISIC_0000017_downsampled,0.10810016
ISIC_0000018,0.14082709
ISIC_0000018_downsampled,0.16205132
ISIC_0000019,0.11991722
ISIC_0000019_downsampled,0.12026427
ISIC_0000020,0.1670513
ISIC_0000020_downsampled,0.24144098
ISIC_0000021,0.2006882
ISIC_0000021_downsampled,0.24528025
ISIC_0000022,0.1655466
ISIC_0000022_downsampled,0.22843076
ISIC_0000023,0.17940141
ISIC_0000023_downsampled,0.1830369
ISIC_0000024,0.073324926
ISIC_0000024_downsampled,0.08444627
ISIC_0000025,0.28345886
ISIC_0000025_downsampled,0.24253908
ISIC_0000026,0.17861083
ISIC_0000026_downsampled,0.1688906
ISIC_0000027,0.109526485
ISIC_0000027_downsampled,0.1017462
ISIC_0000028,0.13402213
ISIC_0000028_downsampled,0.1596971
ISIC_0000029,0.38893893
ISIC_0000029_downsampled,0.531254
ISIC_0000030,0.52430236
ISIC_0000030_downsampled,0.4818001
ISIC_0000031,0.8196418
ISIC_0000031_downsampled,0.7894195
ISIC_0000032,0.09033813
ISIC_0000032_downsampled,0.12382782
ISIC_0000034,0.41077697
ISIC_0000034_downsampled,0.43855444
ISIC_0000035,0.47127995
ISIC_0000035_downsampled,0.4837164
ISIC_0000036,0.7045583
ISIC_0000036_downsampled,0.6115465
ISIC_0000037,0.2574811
ISIC_0000037_downsampled,0.20804396
ISIC_0000038,0.23761126
ISIC_0000038_downsampled,0.2739487
ISIC_0000039,0.19991063
ISIC_0000039_downsampled,0.21405108
ISIC_0000040,0.20515193
ISIC_0000040_downsampled,0.2803292
ISIC_0000041,0.09502685
ISIC_0000041_downsampled,0.07757421
ISIC_0000042,0.14949335
ISIC_0000042_downsampled,0.10757292
ISIC_0000043,0.3696706
ISIC_0000043_downsampled,0.3478889
ISIC_0000044,0.19858342
ISIC_0000044_downsampled,0.20025189
ISIC_0000045,0.27188736
ISIC_0000045_downsampled,0.2150854
ISIC_0000046,0.39317334
ISIC_0000046_downsampled,0.30069733
ISIC_0000047,0.11060756
ISIC_0000047_downsampled,0.122651815
ISIC_0000048,0.12153866
ISIC_0000048_downsampled,0.12976207
ISIC_0000049,0.33758113
ISIC_0000049_downsampled,0.2277911
ISIC_0000050,0.1368773
ISIC_0000050_downsampled,0.19163086
ISIC_0000051,0.18225636
ISIC_0000051_downsampled,0.15572791
ISIC_0000052,0.0978699
ISIC_0000052_downsampled,0.1438451
ISIC_0000053,0.242003
ISIC_0000053_downsampled,0.24069732
ISIC_0000054,0.15121749
ISIC_0000054_downsampled,0.19103402
ISIC_0000055,0.09637766
ISIC_0000055_downsampled,0.09281231
ISIC_0000056,0.2929202
ISIC_0000056_downsampled,0.29707333
ISIC_0000057,0.13215804
ISIC_0000057_downsampled,0.21495014
ISIC_0000058_downsampled,0.14098121
ISIC_0000059,0.14667132
ISIC_0000059_downsampled,0.12911177
ISIC_0000060_downsampled,0.10247107
ISIC_0000061,0.15500918
ISIC_0000061_downsampled,0.1533411
ISIC_0000062,0.08941905
ISIC_0000062_downsampled,0.14238113
ISIC_0000063,0.4254047
ISIC_0000063_downsampled,0.36643228
ISIC_0000064,0.15598483
ISIC_0000064_downsampled,0.16365066
ISIC_0000065,0.1479773
ISIC_0000065_downsampled,0.1904542
ISIC_0000066,0.16569307
ISIC_0000067,0.11447739
ISIC_0000068,0.18588077
ISIC_0000069,0.18995501
ISIC_0000071,0.114283495
ISIC_0000072,0.2629789
ISIC_0000073,0.26104254
ISIC_0000074,0.2771478
ISIC_0000075,0.13740604
ISIC_0000077,0.33668238
ISIC_0000077_downsampled,0.16339245
ISIC_0000078,0.25484663
ISIC_0000078_downsampled,0.31148785
ISIC_0000079,0.11446431
ISIC_0000079_downsampled,0.19090132
ISIC_0000080,0.18604463
ISIC_0000080_downsampled,0.15088053
ISIC_0000081,0.18048558
ISIC_0000081_downsampled,0.24268335
ISIC_0000082,0.1276043
ISIC_0000082_downsampled,0.1303914
ISIC_0000085,0.08771538
ISIC_0000085_downsampled,0.14149165
ISIC_0000086,0.13068119
ISIC_0000086_downsampled,0.17126134
ISIC_0000087,0.1939894
ISIC_0000087_downsampled,0.1961516
ISIC_0000088,0.205973
ISIC_0000088_downsampled,0.28151634
ISIC_0000089,0.3056449
ISIC_0000089_downsampled,0.30601782
ISIC_0000091,0.10345867
ISIC_0000091_downsampled,0.1450942
ISIC_0000092,0.121450774
ISIC_0000092_downsampled,0.13995343
ISIC_0000093,0.12109666
ISIC_0000093_downsampled,0.119977936
ISIC_0000094,0.11695975
ISIC_0000094_downsampled,0.18738438
ISIC_0000095,0.17043665
ISIC_0000095_downsampled,0.19709192
ISIC_0000096,0.06193252
ISIC_0000096_downsampled,0.08860675
ISIC_0000097,0.16766483
ISIC_0000097_downsampled,0.1770637
ISIC_0000098,0.15955336
ISIC_0000098_downsampled,0.2483477
ISIC_0000099,0.11284993
ISIC_0000099_downsampled,0.13685018
ISIC_0000100,0.14691216
ISIC_0000100_downsampled,0.13932088
ISIC_0000101,0.12183539
ISIC_0000101_downsampled,0.16749498
ISIC_0000102,0.10794415
ISIC_0000102_downsampled,0.13283238
ISIC_0000103,0.28490457
ISIC_0000103_downsampled,0.37103146
ISIC_0000104,0.11364752
ISIC_0000104_downsampled,0.12108482
ISIC_0000105,0.20057243
ISIC_0000105_downsampled,0.19756395
ISIC_0000107,0.25382006
ISIC_0000107_downsampled,0.23900661
ISIC_0000108,0.20796427
ISIC_0000108_downsampled,0.25746095
ISIC_0000109,0.19458152
ISIC_0000109_downsampled,0.36905003
ISIC_0000110,0.110401
ISIC_0000110_downsampled,0.13079408
ISIC_0000111,0.21131773
ISIC_0000111_downsampled,0.2660638
ISIC_0000112,0.10280383
ISIC_0000112_downsampled,0.11016712
ISIC_0000113,0.10747885
ISIC_0000113_downsampled,0.09410848
ISIC_0000114_downsampled,0.35039175
ISIC_0000115_downsampled,0.046429858
ISIC_0000116,0.17752652
ISIC_0000116_downsampled,0.26086906
ISIC_0000117_downsampled,0.24860035
ISIC_0000118,0.28444797
ISIC_0000118_downsampled,0.38272563
ISIC_0000119,0.2043165
ISIC_0000119_downsampled,0.14946981
ISIC_0000120,0.1145792
ISIC_0000120_downsampled,0.12114489
ISIC_0000121,0.10869453
ISIC_0000121_downsampled,0.0939214
ISIC_0000122,0.09440204
