image_name,target
ISIC_0000000,0.45471463
ISIC_0000001,0.39427316
ISIC_0000002,0.6124746
ISIC_0000003,0.49927554
ISIC_0000004,0.5139606
ISIC_0000006,0.2810068
ISIC_0000007,0.2503107
ISIC_0000008,0.5142069
ISIC_0000009,0.29078346
ISIC_0000010,0.30936477
ISIC_0000011,0.56288576
ISIC_0000012,0.35042086
ISIC_0000013,0.5026427
ISIC_0000014,0.38455144
ISIC_0000015,0.4154829
ISIC_0000016,0.38197276
ISIC_0000017,0.33359355
ISIC_0000017_downsampled,0.24750641
ISIC_0000018,0.48070797
ISIC_0000018_downsampled,0.34828168
ISIC_0000019,0.315483
ISIC_0000019_downsampled,0.2561047
ISIC_0000020,0.51752776
ISIC_0000020_downsampled,0.50417525
ISIC_0000021,0.46787965
ISIC_0000021_downsampled,0.47549012
ISIC_0000022,0.41051918
ISIC_0000022_downsampled,0.46458933
ISIC_0000023,0.51287556
ISIC_0000023_downsampled,0.43204695
ISIC_0000024,0.3270388
ISIC_0000024_downsampled,0.23886336
ISIC_0000025,0.40928817
ISIC_0000025_downsampled,0.28501648
ISIC_0000026,0.2919484
ISIC_0000026_downsampled,0.38681486
ISIC_0000027,0.18696964
ISIC_0000027_downsampled,0.22422989
ISIC_0000028,0.31698266
ISIC_0000028_downsampled,0.30691507
ISIC_0000029,0.62896734
ISIC_0000029_downsampled,0.6582305
ISIC_0000030,0.67440444
ISIC_0000030_downsampled,0.6891543
ISIC_0000031,0.8230538
ISIC_0000031_downsampled,0.7699132
ISIC_0000032,0.37273976
ISIC_0000032_downsampled,0.28769532
ISIC_0000034,0.74643326
ISIC_0000034_downsampled,0.6873116
ISIC_0000035,0.60770017
ISIC_0000035_downsampled,0.48841193
ISIC_0000036,0.6850332
ISIC_0000036_downsampled,0.79709387
ISIC_0000037,0.49326497
ISIC_0000037_downsampled,0.47028556
ISIC_0000038,0.66698366
ISIC_0000038_downsampled,0.5258921
ISIC_0000039,0.5143156
ISIC_0000039_downsampled,0.50466096
ISIC_0000040,0.3945497
ISIC_0000040_downsampled,0.3371524
ISIC_0000041,0.2758007
ISIC_0000041_downsampled,0.2856072
ISIC_0000042,0.252035
ISIC_0000042_downsampled,0.26604503
ISIC_0000043,0.5730778
ISIC_0000043_downsampled,0.49783078
ISIC_0000044,0.3164482
ISIC_0000044_downsampled,0.41917923
ISIC_0000045,0.37868387
ISIC_0000045_downsampled,0.3592502
ISIC_0000046,0.6683985
ISIC_0000046_downsampled,0.580117
ISIC_0000047,0.33868018
ISIC_0000047_downsampled,0.28975514
ISIC_0000048,0.36965275
ISIC_0000048_downsampled,0.348181
ISIC_0000049,0.5001869
ISIC_0000049_downsampled,0.589357
ISIC_0000050,0.46100676
ISIC_0000050_downsampled,0.5066097
ISIC_0000051,0.33310175
ISIC_0000051_downsampled,0.45169565
ISIC_0000052,0.30048758
ISIC_0000052_downsampled,0.3152633
ISIC_0000053,0.55381703
ISIC_0000053_downsampled,0.39826217
ISIC_0000054,0.47844365
ISIC_0000054_downsampled,0.4577826
ISIC_0000055,0.2999831
ISIC_0000055_downsampled,0.21434128
ISIC_0000056,0.41082487
ISIC_0000056_downsampled,0.41296828
ISIC_0000057,0.39097524
ISIC_0000057_downsampled,0.48963168
ISIC_0000058_downsampled,0.30188066
ISIC_0000059,0.28772444
ISIC_0000059_downsampled,0.38702524
ISIC_0000060_downsampled,0.26952386
ISIC_0000061,0.5434242
ISIC_0000061_downsampled,0.38149056
ISIC_0000062,0.4267652
ISIC_0000062_downsampled,0.3014099
ISIC_0000063,0.5062697
ISIC_0000063_downsampled,0.5435772
ISIC_0000064,0.33846208
ISIC_0000064_downsampled,0.42082042
ISIC_0000065,0.49048236
ISIC_0000065_downsampled,0.3572275
ISIC_0000066,0.3440809
ISIC_0000067,0.2477138
ISIC_0000068,0.42408335
ISIC_0000069,0.36127552
ISIC_0000071,0.39877307
ISIC_0000072,0.4637357
