image_name,target
ISIC_0000000,0.2945855
ISIC_0000001,0.36595744
ISIC_0000002,0.5280878
ISIC_0000003,0.4400247
ISIC_0000004,0.50446945
ISIC_0000006,0.31476638
ISIC_0000007,0.27711785
ISIC_0000008,0.52756643
ISIC_0000009,0.32144737
ISIC_0000010,0.43892512
ISIC_0000011,0.60991156
ISIC_0000012,0.28558907
ISIC_0000013,0.4557348
ISIC_0000014,0.3362789
ISIC_0000015,0.50488305
ISIC_0000016,0.40617865
ISIC_0000017,0.33572313
ISIC_0000017_downsampled,0.36598474
ISIC_0000018,0.38005537
ISIC_0000018_downsampled,0.3372953
ISIC_0000019,0.357727
ISIC_0000019_downsampled,0.3752501
ISIC_0000020,0.57470405
ISIC_0000020_downsampled,0.51731217
ISIC_0000021,0.43005592
ISIC_0000021_downsampled,0.48260233
ISIC_0000022,0.5411323
ISIC_0000022_downsampled,0.4076007
ISIC_0000023,0.5327421
ISIC_0000023_downsampled,0.37244597
ISIC_0000024,0.36765584
ISIC_0000024_downsampled,0.20506074
ISIC_0000025,0.55561763
ISIC_0000025_downsampled,0.41944537
ISIC_0000026,0.44591063
ISIC_0000026_downsampled,0.38261
ISIC_0000027,0.18627791
ISIC_0000027_downsampled,0.17522106
ISIC_0000028,0.257733
ISIC_0000028_downsampled,0.35115656
ISIC_0000029,0.5931469
ISIC_0000029_downsampled,0.6947491
ISIC_0000030,0.86060715
ISIC_0000030_downsampled,0.8165938
ISIC_0000031,0.7735586
ISIC_0000031_downsampled,0.72507924
ISIC_0000032,0.3931269
ISIC_0000032_downsampled,0.32475543
ISIC_0000034,0.6126082
ISIC_0000034_downsampled,0.6352311
ISIC_0000035,0.5210199
ISIC_0000035_downsampled,0.5169228
ISIC_0000036,0.7937539
ISIC_0000036_downsampled,0.8190268
ISIC_0000037,0.4098493
ISIC_0000037_downsampled,0.4123179
ISIC_0000038,0.5746761
ISIC_0000038_downsampled,0.60536087
ISIC_0000039,0.55856985
ISIC_0000039_downsampled,0.5311992
ISIC_0000040,0.36998942
ISIC_0000040_downsampled,0.3751389
ISIC_0000041,0.26707453
ISIC_0000041_downsampled,0.21005782
ISIC_0000042,0.2809111
ISIC_0000042_downsampled,0.24047765
ISIC_0000043,0.5032367
ISIC_0000043_downsampled,0.48177287
ISIC_0000044,0.2531785
ISIC_0000044_downsampled,0.32653907
ISIC_0000045,0.3192433
ISIC_0000045_downsampled,0.28838596
ISIC_0000046,0.6280981
ISIC_0000046_downsampled,0.6752526
ISIC_0000047,0.27103817
ISIC_0000047_downsampled,0.33211377
ISIC_0000048,0.46551457
ISIC_0000048_downsampled,0.4471285
ISIC_0000049,0.6048113
ISIC_0000049_downsampled,0.58212537
ISIC_0000050,0.36143243
ISIC_0000050_downsampled,0.4555683
ISIC_0000051,0.36792535
ISIC_0000051_downsampled,0.44933432
ISIC_0000052,0.23990776
ISIC_0000052_downsampled,0.24313307
ISIC_0000053,0.47109908
ISIC_0000053_downsampled,0.44849724
ISIC_0000054,0.44050467
ISIC_0000054_downsampled,0.33351234
ISIC_0000055,0.28475654
ISIC_0000055_downsampled,0.38188285
ISIC_0000056,0.4877053
ISIC_0000056_downsampled,0.35609263
ISIC_0000057,0.47482112
ISIC_0000057_downsampled,0.3788642
ISIC_0000058_downsampled,0.38804093
ISIC_0000059,0.37363854
ISIC_0000059_downsampled,0.3574854
ISIC_0000060_downsampled,0.32806477
ISIC_0000061,0.49750978
ISIC_0000061_downsampled,0.44384432
ISIC_0000062,0.3304526
ISIC_0000062_downsampled,0.27605474
ISIC_0000063,0.5762106
ISIC_0000063_downsampled,0.65680087
ISIC_0000064,0.35467377
ISIC_0000064_downsampled,0.3813657
ISIC_0000065,0.39251068
ISIC_0000065_downsampled,0.38667408
ISIC_0000066,0.35720694
ISIC_0000067,0.25274014
ISIC_0000068,0.38730973
ISIC_0000069,0.40057838
ISIC_0000071,0.29178542
ISIC_0000072,0.502291
ISIC_0000073,0.4450919
ISIC_0000074,0.58701855
ISIC_0000075,0.29208434
ISIC_0000077,0.32303014
ISIC_0000077_downsampled,0.2603143
ISIC_0000078,0.59812754
ISIC_0000078_downsampled,0.5412818
ISIC_0000079,0.36313793
ISIC_0000079_downsampled,0.35597822
ISIC_0000080,0.40305933
ISIC_0000080_downsampled,0.30549264
ISIC_0000081,0.33104554
ISIC_0000081_downsampled,0.330146
ISIC_0000082,0.28210488
ISIC_0000082_downsampled,0.34875238
ISIC_0000085,0.38250476
ISIC_0000085_downsampled,0.37552142
ISIC_0000086,0.53969157
ISIC_0000086_downsampled,0.4314863
ISIC_0000087,0.33553016
ISIC_0000087_downsampled,0.3250135
ISIC_0000088,0.3349704
ISIC_0000088_downsampled,0.4034403
ISIC_0000089,0.4394916
ISIC_0000089_downsampled,0.41532478
ISIC_0000091,0.2240284
ISIC_0000091_downsampled,0.2101179
ISIC_0000092,0.24456894
ISIC_0000092_downsampled,0.17319238
ISIC_0000093,0.37397507
ISIC_0000093_downsampled,0.3221523
ISIC_0000094,0.23121205
ISIC_0000094_downsampled,0.15254687
ISIC_0000095,0.30430916
ISIC_0000095_downsampled,0.24443588
ISIC_0000096,0.25508866
ISIC_0000096_downsampled,0.2072438
ISIC_0000097,0.3721939
ISIC_0000097_downsampled,0.349031
ISIC_0000098,0.3928236
ISIC_0000098_downsampled,0.3894303
ISIC_0000099,0.22163402
ISIC_0000099_downsampled,0.26085368
ISIC_0000100,0.3740682
ISIC_0000100_downsampled,0.32003042
ISIC_0000101,0.2632492
ISIC_0000101_downsampled,0.26423112
ISIC_0000102,0.3266566
ISIC_0000102_downsampled,0.2994913
ISIC_0000103,0.38735315
ISIC_0000103_downsampled,0.48968318
ISIC_0000104,0.26831317
ISIC_0000104_downsampled,0.3096953
ISIC_0000105,0.39700076
ISIC_0000105_downsampled,0.49617326
ISIC_0000107,0.6031961
ISIC_0000107_downsampled,0.479168
ISIC_0000108,0.4169541
ISIC_0000108_downsampled,0.40099913
ISIC_0000109,0.61579335
ISIC_0000109_downsampled,0.66572154
ISIC_0000110,0.32850143
ISIC_0000110_downsampled,0.29380643
ISIC_0000111,0.5712456
ISIC_0000111_downsampled,0.6261031
ISIC_0000112,0.47435683
ISIC_0000112_downsampled,0.4877024
ISIC_0000113,0.49725237
ISIC_0000113_downsampled,0.3869282
ISIC_0000114_downsampled,0.38234156
ISIC_0000115_downsampled,0.22159207
ISIC_0000116,0.4560322
ISIC_0000116_downsampled,0.45148844
ISIC_0000117_downsampled,0.60830057
ISIC_0000118,0.5560755
ISIC_0000118_downsampled,0.5093341
ISIC_0000119,0.38187033
ISIC_0000119_downsampled,0.43372548
ISIC_0000120,0.23832795
ISIC_0000120_downsampled,0.22826432
ISIC_0000121,0.18910687
ISIC_0000121_downsampled,0.15499382
ISIC_0000122,0.24423441
ISIC_0000122_downsampled,0.17510198
ISIC_0000123,0.47894824
ISIC_0000123_downsampled,0.4515101
ISIC_0000124,0.47166228
ISIC_0000124_downsampled,0.52023053
ISIC_0000125,0.304435
ISIC_0000125_downsampled,0.32592607
ISIC_0000126,0.5072085
ISIC_0000126_downsampled,0.44191146
ISIC_0000127,0.26242483
ISIC_0000127_downsampled,0.27512014
ISIC_0000128,0.27865604
ISIC_0000128_downsampled,0.29251984
ISIC_0000129,0.5811111
ISIC_0000129_downsampled,0.6609664
ISIC_0000130,0.63805145
ISIC_0000130_downsampled,0.5981208
ISIC_0000131,0.25165862
ISIC_0000131_downsampled,0.20140621
ISIC_0000132,0.27231342
ISIC_0000132_downsampled,0.21122555
ISIC_0000133,0.5500261
ISIC_0000133_downsampled,0.6245962
ISIC_0000134,0.41200054
ISIC_0000134_downsampled,0.3487325
ISIC_0000135,0.52786255
ISIC_0000135_downsampled,0.4562319
ISIC_0000136,0.3940198
ISIC_0000136_downsampled,0.37253955
ISIC_0000137,0.5645546
ISIC_0000137_downsampled,0.5526353
ISIC_0000138,0.4180943
ISIC_0000138_downsampled,0.45392758
ISIC_0000139,0.56690985
ISIC_0000139_downsampled,0.64732546
ISIC_0000140,0.9118415
ISIC_0000140_downsampled,0.91611105
ISIC_0000141,0.40934208
ISIC_0000141_downsampled,0.35793498
ISIC_0000142,0.6482695
ISIC_0000142_downsampled,0.7583513
ISIC_0000143,0.49855438
ISIC_0000143_downsampled,0.3752132
ISIC_0000145,0.5437564
ISIC_0000145_downsampled,0.53429395
ISIC_0000146,0.6837571
ISIC_0000146_downsampled,0.63481635
ISIC_0000147,0.6790244
ISIC_0000147_downsampled,0.730181
ISIC_0000148,0.5006883
ISIC_0000148_downsampled,0.5076951
ISIC_0000149,0.54570246
ISIC_0000149_downsampled,0.42931893
ISIC_0000150,0.76880735
ISIC_0000150_downsampled,0.6942544
ISIC_0000151,0.5088681
ISIC_0000151_downsampled,0.4468781
ISIC_0000152,0.64547217
ISIC_0000152_downsampled,0.7033852
ISIC_0000153,0.52367616
ISIC_0000153_downsampled,0.49611264
ISIC_0000154,0.7501601
ISIC_0000154_downsampled,0.70149666
ISIC_0000155,0.9191729
ISIC_0000155_downsampled,0.91627604
ISIC_0000156,0.52584547
ISIC_0000156_downsampled,0.5994215
ISIC_0000157,0.575105
ISIC_0000159,0.6749073
ISIC_0000160,0.7236435
ISIC_0000161,0.75125444
ISIC_0000162,0.5558068
ISIC_0000163,0.6318849
ISIC_0000164,0.5490143
ISIC_0000165,0.69464904
ISIC_0000166,0.5930245
ISIC_0000167,0.704742
ISIC_0000169,0.74760145
ISIC_0000170,0.6104475
ISIC_0000171,0.4986128
ISIC_0000172,0.5987636
ISIC_0000173,0.8660131
ISIC_0000174,0.6705725
ISIC_0000175,0.5674958
ISIC_0000176,0.31386206
ISIC_0000176_downsampled,0.4006477
ISIC_0000177,0.2879898
ISIC_0000177_downsampled,0.36672318
ISIC_0000179,0.36744142
ISIC_0000179_downsampled,0.38280764
ISIC_0000181,0.32438472
ISIC_0000181_downsampled,0.43709835
ISIC_0000182,0.16845316
ISIC_0000182_downsampled,0.20477605
ISIC_0000183_downsampled,0.41561037
ISIC_0000184,0.28280807
ISIC_0000184_downsampled,0.23790444
ISIC_0000185,0.20474389
ISIC_0000185_downsampled,0.2045244
ISIC_0000186,0.17914316
ISIC_0000186_downsampled,0.21314664
ISIC_0000187,0.28035057
ISIC_0000188,0.13152629
ISIC_0000188_downsampled,0.13679345
ISIC_0000189,0.15385376
ISIC_0000189_downsampled,0.1258341
ISIC_0000190,0.24767633
ISIC_0000191,0.2333963
ISIC_0000191_downsampled,0.2922458
ISIC_0000192,0.4536362
ISIC_0000192_downsampled,0.48093596
ISIC_0000193,0.31843582
ISIC_0000193_downsampled,0.35412896
ISIC_0000195_downsampled,0.76424444
ISIC_0000196,0.30028895
ISIC_0000196_downsampled,0.2658178
ISIC_0000197,0.27183416
ISIC_0000197_downsampled,0.28532425
ISIC_0000198,0.3890561
ISIC_0000199,0.3420036
ISIC_0000200,0.40331075
ISIC_0000201,0.43480533
ISIC_0000201_downsampled,0.3729565
ISIC_0000202,0.1587212
ISIC_0000202_downsampled,0.32551038
ISIC_0000203,0.23919976
ISIC_0000203_downsampled,0.21990088
ISIC_0000204,0.38053572
ISIC_0000204_downsampled,0.48267314
ISIC_0000205,0.38772392
ISIC_0000205_downsampled,0.2709453
ISIC_0000206,0.47701335
ISIC_0000206_downsampled,0.3261535
ISIC_0000207,0.2182603
ISIC_0000207_downsampled,0.42070505
ISIC_0000208,0.23492168
ISIC_0000208_downsampled,0.17868638
ISIC_0000209,0.19524695
ISIC_0000210,0.41960588
ISIC_0000211,0.2132117
ISIC_0000212,0.296768
ISIC_0000213,0.58131856
ISIC_0000214,0.56534743
ISIC_0000215,0.36060995
ISIC_0000216,0.5944292
ISIC_0000217,0.50909054
ISIC_0000218,0.2284883
ISIC_0000218_downsampled,0.22295283
ISIC_0000219,0.27064633
ISIC_0000220,0.35233223
ISIC_0000221,0.41275126
ISIC_0000222,0.38584086
ISIC_0000223,0.1763929
ISIC_0000224,0.36279044
ISIC_0000225,0.4001421
ISIC_0000226,0.25984395
ISIC_0000227,0.39891663
ISIC_0000228,0.38743767
ISIC_0000229,0.5380417
ISIC_0000230,0.34767312
ISIC_0000231,0.31165814
ISIC_0000232,0.40083954
ISIC_0000233,0.13964625
ISIC_0000234,0.26161286
ISIC_0000235,0.2559512
ISIC_0000236,0.6751684
ISIC_0000237,0.42500204
ISIC_0000239,0.44114468
ISIC_0000240,0.38853514
ISIC_0000242,0.52865595
ISIC_0000243,0.5552938
ISIC_0000244,0.40661362
ISIC_0000245,0.41947058
ISIC_0000246,0.40033445
ISIC_0000247,0.30462182
ISIC_0000249,0.45747983
ISIC_0000250,0.51434517
ISIC_0000251,0.3809481
ISIC_0000252,0.515354
ISIC_0000253,0.5282311
ISIC_0000254,0.26236352
ISIC_0000255,0.40277857
ISIC_0000256,0.4695692
ISIC_0000258,0.36802176
ISIC_0000259,0.33125463
ISIC_0000260,0.2746296
ISIC_0000261,0.27195853
ISIC_0000262,0.32005042
ISIC_0000263,0.21390077
ISIC_0000264,0.19240557
ISIC_0000265,0.40911314
ISIC_0000268,0.36453265
ISIC_0000269,0.3388732
ISIC_0000271,0.39604506
ISIC_0000274,0.5497474
ISIC_0000275,0.3878968
ISIC_0000276,0.8103547
ISIC_0000277,0.21112773
ISIC_0000278,0.44608042
ISIC_0000279,0.57553446
ISIC_0000281,0.81177104
ISIC_0000282,0.3782884
ISIC_0000283,0.81765205
ISIC_0000285,0.3465254
ISIC_0000287,0.5515086
ISIC_0000288,0.5945591
ISIC_0000289,0.65475017
ISIC_0000290,0.34708366
ISIC_0000292,0.49916503
