image_name,target
ISIC_0000000,0.3674003854393959
ISIC_0000001,0.3503972701728344
ISIC_0000002,0.506561204791069
ISIC_0000003,0.42394518852233887
ISIC_0000004,0.47716082632541656
ISIC_0000006,0.3721664734184742
ISIC_0000007,0.2955050691962242
ISIC_0000008,0.5331201255321503
ISIC_0000009,0.31278328970074654
ISIC_0000010,0.40623800456523895
ISIC_0000011,0.5151149705052376
ISIC_0000012,0.38222507759928703
ISIC_0000013,0.4949197471141815
ISIC_0000014,0.44123051315546036
ISIC_0000015,0.3159330077469349
ISIC_0000016,0.4478945340961218
ISIC_0000017,0.28715110197663307
ISIC_0000017_downsampled,0.2883175387978554
ISIC_0000018,0.3559131771326065
ISIC_0000018_downsampled,0.3713642358779907
ISIC_0000019,0.24931563064455986
ISIC_0000019_downsampled,0.25963282957673073
ISIC_0000020,0.5267298296093941
ISIC_0000020_downsampled,0.5316026210784912
ISIC_0000021,0.436056450009346
ISIC_0000021_downsampled,0.47447343170642853
ISIC_0000022,0.46765225380659103
ISIC_0000022_downsampled,0.4510148987174034
ISIC_0000023,0.42639150470495224
ISIC_0000023_downsampled,0.4247700348496437
ISIC_0000024,0.38395559787750244
ISIC_0000024_downsampled,0.34629927948117256
ISIC_0000025,0.37237392365932465
ISIC_0000025_downsampled,0.2901415377855301
ISIC_0000026,0.41965992748737335
ISIC_0000026_downsampled,0.3971485272049904
ISIC_0000027,0.27198784425854683
ISIC_0000027_downsampled,0.2310173213481903
ISIC_0000028,0.3065873347222805
ISIC_0000028_downsampled,0.3572598770260811
ISIC_0000029,0.6136078014969826
ISIC_0000029_downsampled,0.7015082240104675
ISIC_0000030,0.714012011885643
ISIC_0000030_downsampled,0.6994697749614716
ISIC_0000031,0.7534732818603516
ISIC_0000031_downsampled,0.8060016632080078
ISIC_0000032,0.3895580694079399
ISIC_0000032_downsampled,0.3913869559764862
ISIC_0000034,0.6158663481473923
ISIC_0000034_downsampled,0.5786849930882454
ISIC_0000035,0.5888825953006744
ISIC_0000035_downsampled,0.5769802927970886
ISIC_0000036,0.5614371374249458
ISIC_0000036_downsampled,0.6403326392173767
ISIC_0000037,0.616533637046814
ISIC_0000037_downsampled,0.4633779115974903
ISIC_0000038,0.4436628669500351
ISIC_0000038_downsampled,0.4886998385190964
ISIC_0000039,0.42729539424180984
ISIC_0000039_downsampled,0.47756289690732956
ISIC_0000040,0.5286455824971199
ISIC_0000040_downsampled,0.6680024638772011
ISIC_0000041,0.3640122264623642
ISIC_0000041_downsampled,0.3719147518277168
ISIC_0000042,0.5280154310166836
ISIC_0000042_downsampled,0.5056270211935043
ISIC_0000043,0.46590370684862137
ISIC_0000043_downsampled,0.452034629881382
ISIC_0000044,0.40908806025981903
ISIC_0000044_downsampled,0.4435080513358116
ISIC_0000045,0.44273175299167633
ISIC_0000045_downsampled,0.41259943693876266
ISIC_0000046,0.6271344125270844
ISIC_0000046_downsampled,0.5305138900876045
ISIC_0000047,0.2620611898601055
ISIC_0000047_downsampled,0.29018156602978706
ISIC_0000048,0.4298924058675766
ISIC_0000048_downsampled,0.41461436450481415
ISIC_0000049,0.616996131837368
ISIC_0000049_downsampled,0.5835347846150398
ISIC_0000050,0.420823410153389
ISIC_0000050_downsampled,0.4342326670885086
